State,ConditionGroup,AgeGroup,COVID19Deaths
Montana,Alzheimer disease,55-64,0
Montana,Alzheimer disease,65-74,0
Montana,Alzheimer disease,75-84,37.0
Montana,Alzheimer disease,85+,55.0
Montana,Alzheimer disease,Not stated,0.0
Montana,Alzheimer disease,All Ages,102.0
Montana,Vascular and unspecified dementia,0-24,0.0
Montana,Vascular and unspecified dementia,25-34,0.0
Montana,Vascular and unspecified dementia,35-44,0.0
Montana,Vascular and unspecified dementia,45-54,0.0
Montana,Vascular and unspecified dementia,55-64,0
Montana,Vascular and unspecified dementia,65-74,37.0
Montana,Vascular and unspecified dementia,75-84,120.0
Montana,Vascular and unspecified dementia,85+,226.0
Montana,Vascular and unspecified dementia,Not stated,0.0
Montana,Vascular and unspecified dementia,All Ages,384.0
Montana,Renal failure,0-24,0.0
Montana,Renal failure,25-34,0
Montana,Renal failure,35-44,0
Montana,Renal failure,45-54,22.0
Montana,Renal failure,55-64,78.0
Montana,Renal failure,65-74,93.0
Montana,Renal failure,75-84,125.0
Montana,Renal failure,85+,94.0
Montana,Renal failure,Not stated,0.0
Montana,Renal failure,All Ages,420.0
Montana,"Intentional and unintentional injury, and other adverse events",275.0
Montana,All other conditions and causes (residual),0-24,0
Montana,All other conditions and causes (residual),25-34,13.0
Montana,All other conditions and causes (residual),35-44,50.0
Montana,All other conditions and causes (residual),45-54,107.0
Montana,All other conditions and causes (residual),55-64,297.0
Montana,All other conditions and causes (residual),65-74,524.0
Montana,All other conditions and causes (residual),75-84,615.0
Montana,All other conditions and causes (residual),85+,547.0
Montana,All other conditions and causes (residual),Not stated,0.0
Montana,All other conditions and causes (residual),All Ages,2157.0
Montana,COVID-19,0-24,0
Montana,COVID-19,25-34,27.0
Montana,COVID-19,35-44,91.0
Montana,COVID-19,45-54,199.0
Montana,COVID-19,55-64,520.0
Montana,COVID-19,65-74,936.0
Montana,COVID-19,75-84,1123.0
Montana,COVID-19,85+,1060.0
Montana,COVID-19,Not stated,0.0
Montana,COVID-19,All Ages,3963.0
Nebraska,Respiratory diseases,0-24,0.0
Nebraska,Respiratory diseases,25-34,72.0
Nebraska,Respiratory diseases,35-44,148.0
Nebraska,Respiratory diseases,45-54,373.0
Nebraska,Respiratory diseases,55-64,854.0
Nebraska,Respiratory diseases,65-74,1555.0
Nebraska,Respiratory diseases,75-84,1735.0
Nebraska,Respiratory diseases,85+,1724.0
Nebraska,Respiratory diseases,Not stated,0.0
Nebraska,Respiratory diseases,All Ages,6500.0
Nebraska,Circulatory diseases,0-24,0.0
Nebraska,Circulatory diseases,25-34,0.0
Nebraska,Circulatory diseases,35-44,48.0
Nebraska,Circulatory diseases,45-54,181.0
Nebraska,Circulatory diseases,55-64,462.0
Nebraska,Circulatory diseases,65-74,896.0
Nebraska,Circulatory diseases,75-84,1341.0
Nebraska,Circulatory diseases,85+,1886.0
Nebraska,Circulatory diseases,Not stated,0.0
Nebraska,Circulatory diseases,All Ages,4858.0
Nebraska,Sepsis,0-24,0
Nebraska,Sepsis,25-34,0
Nebraska,Sepsis,35-44,14.0
Nebraska,Sepsis,45-54,32.0
Nebraska,Sepsis,55-64,95.0
Nebraska,Sepsis,65-74,154.0
Nebraska,Sepsis,75-84,115.0
Nebraska,Sepsis,85+,104.0
Nebraska,Sepsis,Not stated,0.0
Nebraska,Sepsis,All Ages,527.0
Nebraska,Malignant neoplasms,0-24,0
Nebraska,Malignant neoplasms,25-34,0
Nebraska,Malignant neoplasms,35-44,0
Nebraska,Malignant neoplasms,45-54,21.0
Nebraska,Malignant neoplasms,55-64,53.0
Nebraska,Malignant neoplasms,65-74,132.0
Nebraska,Malignant neoplasms,75-84,153.0
Nebraska,Malignant neoplasms,85+,121.0
Nebraska,Malignant neoplasms,Not stated,0.0
Nebraska,Malignant neoplasms,All Ages,489.0
Nebraska,Diabetes,0-24,0
Nebraska,Diabetes,25-34,0
Nebraska,Diabetes,35-44,22.0
Nebraska,Diabetes,45-54,58.0
Nebraska,Diabetes,55-64,125.0
Nebraska,Diabetes,65-74,228.0
Nebraska,Diabetes,75-84,261.0
Nebraska,Diabetes,85+,230.0
Nebraska,Diabetes,Not stated,0.0
Nebraska,Diabetes,All Ages,935.0
Nebraska,Obesity,0-24,0
Nebraska,Obesity,25-34,19.0
Nebraska,Obesity,35-44,25.0
Nebraska,Obesity,45-54,58.0
Nebraska,Obesity,55-64,73.0
Nebraska,Obesity,65-74,78.0
Nebraska,Obesity,75-84,44.0
Nebraska,Obesity,85+,14.0
Nebraska,Obesity,Not stated,0.0
Nebraska,Obesity,All Ages,313.0
Nebraska,Alzheimer disease,0-24,0.0
Nebraska,Alzheimer disease,25-34,0.0
Nebraska,Alzheimer disease,35-44,0.0
Nebraska,Alzheimer disease,45-54,0.0
Nebraska,Alzheimer disease,55-64,0
Nebraska,Alzheimer disease,65-74,22.0
Nebraska,Alzheimer disease,75-84,71.0
Nebraska,Alzheimer disease,85+,164.0
Nebraska,Alzheimer disease,Not stated,0.0
Nebraska,Alzheimer disease,All Ages,264.0
Nebraska,Vascular and unspecified dementia,0-24,0.0
Nebraska,Vascular and unspecified dementia,25-34,0.0
Nebraska,Vascular and unspecified dementia,35-44,0.0
Nebraska,Vascular and unspecified dementia,45-54,0.0
Nebraska,Vascular and unspecified dementia,55-64,0
Nebraska,Vascular and unspecified dementia,65-74,49.0
Nebraska,Vascular and unspecified dementia,75-84,180.0
Nebraska,Vascular and unspecified dementia,85+,408.0
Nebraska,Vascular and unspecified dementia,Not stated,0.0
Nebraska,Vascular and unspecified dementia,All Ages,645.0
Nebraska,Renal failure,0-24,0
Nebraska,Renal failure,25-34,0
Nebraska,Renal failure,35-44,16.0
Nebraska,Renal failure,45-54,37.0
Nebraska,Renal failure,55-64,92.0
Nebraska,Renal failure,65-74,169.0
Nebraska,Renal failure,75-84,178.0
Nebraska,Renal failure,85+,206.0
Nebraska,Renal failure,Not stated,0.0
Nebraska,Renal failure,All Ages,704.0
Nebraska,"Intentional and unintentional injury, and other adverse events",411.0
Nebraska,All other conditions and causes (residual),0-24,16.0
Nebraska,All other conditions and causes (residual),25-34,29.0
Nebraska,All other conditions and causes (residual),35-44,57.0
Nebraska,All other conditions and causes (residual),45-54,159.0
Nebraska,All other conditions and causes (residual),55-64,376.0
Nebraska,All other conditions and causes (residual),65-74,668.0
Nebraska,All other conditions and causes (residual),75-84,819.0
Nebraska,All other conditions and causes (residual),85+,931.0
Nebraska,All other conditions and causes (residual),Not stated,0.0
Nebraska,All other conditions and causes (residual),All Ages,3055.0
Nebraska,COVID-19,0-24,25.0
Nebraska,COVID-19,25-34,56.0
Nebraska,COVID-19,35-44,114.0
Nebraska,COVID-19,45-54,281.0
Nebraska,COVID-19,55-64,668.0
Nebraska,COVID-19,65-74,1217.0
Nebraska,COVID-19,75-84,1537.0
Nebraska,COVID-19,85+,1917.0
Nebraska,COVID-19,Not stated,0.0
Nebraska,COVID-19,All Ages,5815.0
Nevada,Respiratory diseases,0-24,31.0
Nevada,Respiratory diseases,25-34,192.0
Nevada,Respiratory diseases,35-44,618.0
Nevada,Respiratory diseases,45-54,1657.0
Nevada,Respiratory diseases,55-64,2999.0
Nevada,Respiratory diseases,65-74,5174.0
Nevada,Respiratory diseases,75-84,5392.0
Nevada,Respiratory diseases,85+,3312.0
Nevada,Respiratory diseases,Not stated,0.0
Nevada,Respiratory diseases,All Ages,19407.0
Nevada,Circulatory diseases,0-24,0.0
Nevada,Circulatory diseases,25-34,62.0
Nevada,Circulatory diseases,35-44,175.0
Nevada,Circulatory diseases,45-54,559.0
Nevada,Circulatory diseases,55-64,1207.0
Nevada,Circulatory diseases,65-74,2226.0
Nevada,Circulatory diseases,75-84,2401.0
Nevada,Circulatory diseases,85+,1643.0
Nevada,Circulatory diseases,Not stated,0.0
Nevada,Circulatory diseases,All Ages,8326.0
Nevada,Sepsis,0-24,0
Nevada,Sepsis,25-34,28.0
Nevada,Sepsis,35-44,67.0
Nevada,Sepsis,45-54,175.0
Nevada,Sepsis,55-64,306.0
Nevada,Sepsis,65-74,494.0
Nevada,Sepsis,75-84,439.0
Nevada,Sepsis,85+,170.0
Nevada,Sepsis,Not stated,0.0
Nevada,Sepsis,All Ages,1682.0
Nevada,Malignant neoplasms,0-24,0
Nevada,Malignant neoplasms,25-34,0
Nevada,Malignant neoplasms,35-44,10.0
Nevada,Malignant neoplasms,45-54,22.0
Nevada,Malignant neoplasms,55-64,73.0
Nevada,Malignant neoplasms,65-74,163.0
Nevada,Malignant neoplasms,75-84,138.0
Nevada,Malignant neoplasms,85+,71.0
Nevada,Malignant neoplasms,Not stated,0.0
Nevada,Malignant neoplasms,All Ages,482.0
Nevada,Diabetes,0-24,0
Nevada,Diabetes,25-34,12.0
Nevada,Diabetes,35-44,47.0
Nevada,Diabetes,45-54,128.0
Nevada,Diabetes,55-64,295.0
Nevada,Diabetes,65-74,439.0
Nevada,Diabetes,75-84,419.0
Nevada,Diabetes,85+,174.0
Nevada,Diabetes,Not stated,0.0
Nevada,Diabetes,All Ages,1517.0
Nevada,Obesity,0-24,0
Nevada,Obesity,25-34,37.0
Nevada,Obesity,35-44,64.0
Nevada,Obesity,45-54,116.0
Nevada,Obesity,55-64,145.0
Nevada,Obesity,65-74,131.0
Nevada,Obesity,75-84,75.0
Nevada,Obesity,85+,10.0
Nevada,Obesity,Not stated,0.0
Nevada,Obesity,All Ages,581.0
Nevada,Alzheimer disease,0-24,0.0
Nevada,Alzheimer disease,25-34,0.0
Nevada,Alzheimer disease,35-44,0.0
Nevada,Alzheimer disease,45-54,0.0
Nevada,Alzheimer disease,55-64,0
Nevada,Alzheimer disease,65-74,0
Nevada,Alzheimer disease,75-84,53.0
Nevada,Alzheimer disease,85+,70.0
Nevada,Alzheimer disease,Not stated,0.0
Nevada,Alzheimer disease,All Ages,133.0
Nevada,Vascular and unspecified dementia,0-24,0.0
Nevada,Vascular and unspecified dementia,25-34,0.0
Nevada,Vascular and unspecified dementia,35-44,0
Nevada,Vascular and unspecified dementia,45-54,0
Nevada,Vascular and unspecified dementia,55-64,0
Nevada,Vascular and unspecified dementia,65-74,57.0
Nevada,Vascular and unspecified dementia,75-84,180.0
Nevada,Vascular and unspecified dementia,85+,192.0
Nevada,Vascular and unspecified dementia,Not stated,0.0
Nevada,Vascular and unspecified dementia,All Ages,437.0
Nevada,Renal failure,0-24,0
Nevada,Renal failure,25-34,14.0
Nevada,Renal failure,35-44,35.0
Nevada,Renal failure,45-54,102.0
Nevada,Renal failure,55-64,175.0
Nevada,Renal failure,65-74,289.0
Nevada,Renal failure,75-84,322.0
Nevada,Renal failure,85+,186.0
Nevada,Renal failure,Not stated,0.0
Nevada,Renal failure,All Ages,1124.0
Nevada,"Intentional and unintentional injury, and other adverse events",515.0
Nevada,All other conditions and causes (residual),0-24,29.0
Nevada,All other conditions and causes (residual),25-34,58.0
Nevada,All other conditions and causes (residual),35-44,157.0
Nevada,All other conditions and causes (residual),45-54,443.0
Nevada,All other conditions and causes (residual),55-64,822.0
Nevada,All other conditions and causes (residual),65-74,1503.0
Nevada,All other conditions and causes (residual),75-84,1500.0
Nevada,All other conditions and causes (residual),85+,1000.0
Nevada,All other conditions and causes (residual),Not stated,0.0
Nevada,All other conditions and causes (residual),All Ages,5512.0
Nevada,COVID-19,0-24,47.0
Nevada,COVID-19,25-34,147.0
Nevada,COVID-19,35-44,406.0
Nevada,COVID-19,45-54,1019.0
Nevada,COVID-19,55-64,1885.0
Nevada,COVID-19,65-74,3212.0
Nevada,COVID-19,75-84,3362.0
Nevada,COVID-19,85+,2181.0
Nevada,COVID-19,Not stated,0.0
Nevada,COVID-19,All Ages,12259.0
New Hampshire,Respiratory diseases,0-24,0.0
New Hampshire,Respiratory diseases,25-34,0.0
New Hampshire,Respiratory diseases,35-44,15.0
New Hampshire,Respiratory diseases,45-54,115.0
New Hampshire,Respiratory diseases,55-64,316.0
New Hampshire,Respiratory diseases,65-74,708.0
New Hampshire,Respiratory diseases,75-84,874.0
New Hampshire,Respiratory diseases,85+,884.0
New Hampshire,Respiratory diseases,Not stated,0.0
New Hampshire,Respiratory diseases,All Ages,2962.0
New Hampshire,Circulatory diseases,0-24,0.0
New Hampshire,Circulatory diseases,25-34,0.0
New Hampshire,Circulatory diseases,35-44,0.0
New Hampshire,Circulatory diseases,45-54,32.0
New Hampshire,Circulatory diseases,55-64,157.0
New Hampshire,Circulatory diseases,65-74,405.0
New Hampshire,Circulatory diseases,75-84,586.0
New Hampshire,Circulatory diseases,85+,824.0
New Hampshire,Circulatory diseases,Not stated,0.0
New Hampshire,Circulatory diseases,All Ages,2049.0
New Hampshire,Sepsis,0-24,0.0
New Hampshire,Sepsis,25-34,0
New Hampshire,Sepsis,35-44,0
New Hampshire,Sepsis,45-54,0
New Hampshire,Sepsis,55-64,28.0
New Hampshire,Sepsis,65-74,51.0
New Hampshire,Sepsis,75-84,53.0
New Hampshire,Sepsis,85+,51.0
New Hampshire,Sepsis,Not stated,0.0
New Hampshire,Sepsis,All Ages,196.0
New Hampshire,Malignant neoplasms,0-24,0.0
New Hampshire,Malignant neoplasms,25-34,0
New Hampshire,Malignant neoplasms,35-44,0
New Hampshire,Malignant neoplasms,45-54,0
New Hampshire,Malignant neoplasms,55-64,22.0
New Hampshire,Malignant neoplasms,65-74,45.0
New Hampshire,Malignant neoplasms,75-84,64.0
New Hampshire,Malignant neoplasms,85+,62.0
New Hampshire,Malignant neoplasms,Not stated,0.0
New Hampshire,Malignant neoplasms,All Ages,201.0
New Hampshire,Diabetes,0-24,0.0
New Hampshire,Diabetes,25-34,0
New Hampshire,Diabetes,35-44,0
New Hampshire,Diabetes,45-54,0
New Hampshire,Diabetes,55-64,41.0
New Hampshire,Diabetes,65-74,84.0
New Hampshire,Diabetes,75-84,100.0
New Hampshire,Diabetes,85+,91.0
New Hampshire,Diabetes,Not stated,0.0
New Hampshire,Diabetes,All Ages,334.0
New Hampshire,Obesity,0-24,0.0
New Hampshire,Obesity,25-34,0
New Hampshire,Obesity,35-44,0
New Hampshire,Obesity,45-54,17.0
New Hampshire,Obesity,55-64,22.0
New Hampshire,Obesity,65-74,40.0
New Hampshire,Obesity,75-84,17.0
New Hampshire,Obesity,85+,0
New Hampshire,Obesity,Not stated,0.0
New Hampshire,Obesity,All Ages,114.0
New Hampshire,Alzheimer disease,0-24,0.0
New Hampshire,Alzheimer disease,25-34,0.0
New Hampshire,Alzheimer disease,35-44,0.0
New Hampshire,Alzheimer disease,45-54,0.0
New Hampshire,Alzheimer disease,55-64,0.0
New Hampshire,Alzheimer disease,65-74,0
New Hampshire,Alzheimer disease,75-84,38.0
New Hampshire,Alzheimer disease,85+,58.0
New Hampshire,Alzheimer disease,Not stated,0.0
New Hampshire,Alzheimer disease,All Ages,105.0
New Hampshire,Vascular and unspecified dementia,0-24,0.0
New Hampshire,Vascular and unspecified dementia,25-34,0.0
New Hampshire,Vascular and unspecified dementia,35-44,0.0
New Hampshire,Vascular and unspecified dementia,45-54,0.0
New Hampshire,Vascular and unspecified dementia,55-64,0
New Hampshire,Vascular and unspecified dementia,65-74,32.0
New Hampshire,Vascular and unspecified dementia,75-84,140.0
New Hampshire,Vascular and unspecified dementia,85+,301.0
New Hampshire,Vascular and unspecified dementia,Not stated,0.0
New Hampshire,Vascular and unspecified dementia,All Ages,478.0
New Hampshire,Renal failure,0-24,0.0
New Hampshire,Renal failure,25-34,0
New Hampshire,Renal failure,35-44,0
New Hampshire,Renal failure,45-54,12.0
New Hampshire,Renal failure,55-64,44.0
New Hampshire,Renal failure,65-74,82.0
New Hampshire,Renal failure,75-84,100.0
New Hampshire,Renal failure,85+,108.0
New Hampshire,Renal failure,Not stated,0.0
New Hampshire,Renal failure,All Ages,353.0
New Hampshire,"Intentional and unintentional injury, and other adverse events",177.0
New Hampshire,All other conditions and causes (residual),0-24,0
New Hampshire,All other conditions and causes (residual),25-34,11.0
New Hampshire,All other conditions and causes (residual),35-44,27.0
New Hampshire,All other conditions and causes (residual),45-54,59.0
New Hampshire,All other conditions and causes (residual),55-64,146.0
New Hampshire,All other conditions and causes (residual),65-74,308.0
New Hampshire,All other conditions and causes (residual),75-84,395.0
New Hampshire,All other conditions and causes (residual),85+,488.0
New Hampshire,All other conditions and causes (residual),Not stated,0.0
New Hampshire,All other conditions and causes (residual),All Ages,1437.0
New Hampshire,COVID-19,0-24,0
New Hampshire,COVID-19,25-34,21.0
New Hampshire,COVID-19,35-44,42.0
New Hampshire,COVID-19,45-54,103.0
New Hampshire,COVID-19,55-64,274.0
New Hampshire,COVID-19,65-74,607.0
New Hampshire,COVID-19,75-84,870.0
New Hampshire,COVID-19,85+,1190.0
New Hampshire,COVID-19,Not stated,0.0
New Hampshire,COVID-19,All Ages,3110.0
New Jersey,Respiratory diseases,0-24,53.0
New Jersey,Respiratory diseases,25-34,325.0
New Jersey,Respiratory diseases,35-44,830.0
New Jersey,Respiratory diseases,45-54,2361.0
New Jersey,Respiratory diseases,55-64,5993.0
New Jersey,Respiratory diseases,65-74,9398.0
New Jersey,Respiratory diseases,75-84,11340.0
New Jersey,Respiratory diseases,85+,11731.0
New Jersey,Respiratory diseases,Not stated,0.0
New Jersey,Respiratory diseases,All Ages,42050.0
New Jersey,Circulatory diseases,0-24,23.0
New Jersey,Circulatory diseases,25-34,95.0
New Jersey,Circulatory diseases,35-44,353.0
New Jersey,Circulatory diseases,45-54,1152.0
New Jersey,Circulatory diseases,55-64,3049.0
New Jersey,Circulatory diseases,65-74,5344.0
New Jersey,Circulatory diseases,75-84,7288.0
New Jersey,Circulatory diseases,85+,9268.0
New Jersey,Circulatory diseases,Not stated,0.0
New Jersey,Circulatory diseases,All Ages,26597.0
New Jersey,Sepsis,0-24,0
New Jersey,Sepsis,25-34,26.0
New Jersey,Sepsis,35-44,86.0
New Jersey,Sepsis,45-54,278.0
New Jersey,Sepsis,55-64,723.0
New Jersey,Sepsis,65-74,1089.0
New Jersey,Sepsis,75-84,1128.0
New Jersey,Sepsis,85+,864.0
New Jersey,Sepsis,Not stated,0.0
New Jersey,Sepsis,All Ages,4203.0
New Jersey,Malignant neoplasms,0-24,0
New Jersey,Malignant neoplasms,25-34,0
New Jersey,Malignant neoplasms,35-44,17.0
New Jersey,Malignant neoplasms,45-54,68.0
New Jersey,Malignant neoplasms,55-64,300.0
New Jersey,Malignant neoplasms,65-74,621.0
New Jersey,Malignant neoplasms,75-84,678.0
New Jersey,Malignant neoplasms,85+,585.0
New Jersey,Malignant neoplasms,Not stated,0.0
New Jersey,Malignant neoplasms,All Ages,2280.0
New Jersey,Diabetes,0-24,0
New Jersey,Diabetes,25-34,21.0
New Jersey,Diabetes,35-44,79.0
New Jersey,Diabetes,45-54,259.0
New Jersey,Diabetes,55-64,655.0
New Jersey,Diabetes,65-74,936.0
New Jersey,Diabetes,75-84,987.0
New Jersey,Diabetes,85+,755.0
New Jersey,Diabetes,Not stated,0
New Jersey,Diabetes,All Ages,3700.0
New Jersey,Obesity,0-24,11.0
New Jersey,Obesity,25-34,47.0
New Jersey,Obesity,35-44,98.0
New Jersey,Obesity,45-54,162.0
New Jersey,Obesity,55-64,270.0
New Jersey,Obesity,65-74,213.0
New Jersey,Obesity,75-84,88.0
New Jersey,Obesity,85+,20.0
New Jersey,Obesity,Not stated,0.0
New Jersey,Obesity,All Ages,909.0
New Jersey,Alzheimer disease,0-24,0.0
New Jersey,Alzheimer disease,25-34,0.0
New Jersey,Alzheimer disease,35-44,0.0
New Jersey,Alzheimer disease,45-54,0.0
New Jersey,Alzheimer disease,55-64,0
New Jersey,Alzheimer disease,65-74,28.0
New Jersey,Alzheimer disease,75-84,183.0
New Jersey,Alzheimer disease,85+,493.0
New Jersey,Alzheimer disease,Not stated,0.0
New Jersey,Alzheimer disease,All Ages,708.0
New Jersey,Vascular and unspecified dementia,0-24,0.0
New Jersey,Vascular and unspecified dementia,25-34,0.0
New Jersey,Vascular and unspecified dementia,35-44,0.0
New Jersey,Vascular and unspecified dementia,45-54,0
New Jersey,Vascular and unspecified dementia,55-64,36.0
New Jersey,Vascular and unspecified dementia,65-74,185.0
New Jersey,Vascular and unspecified dementia,75-84,696.0
New Jersey,Vascular and unspecified dementia,85+,1680.0
New Jersey,Vascular and unspecified dementia,Not stated,0.0
New Jersey,Vascular and unspecified dementia,All Ages,2598.0
New Jersey,Renal failure,0-24,0
New Jersey,Renal failure,25-34,31.0
New Jersey,Renal failure,35-44,85.0
New Jersey,Renal failure,45-54,219.0
New Jersey,Renal failure,55-64,565.0
New Jersey,Renal failure,65-74,988.0
New Jersey,Renal failure,75-84,1167.0
New Jersey,Renal failure,85+,1017.0
New Jersey,Renal failure,Not stated,0.0
New Jersey,Renal failure,All Ages,4075.0
New Jersey,"Intentional and unintentional injury, and other adverse events",1654.0
New Jersey,All other conditions and causes (residual),0-24,48.0
New Jersey,All other conditions and causes (residual),25-34,153.0
New Jersey,All other conditions and causes (residual),35-44,332.0
New Jersey,All other conditions and causes (residual),45-54,861.0
New Jersey,All other conditions and causes (residual),55-64,2066.0
New Jersey,All other conditions and causes (residual),65-74,3238.0
New Jersey,All other conditions and causes (residual),75-84,3863.0
New Jersey,All other conditions and causes (residual),85+,4249.0
New Jersey,All other conditions and causes (residual),Not stated,0
New Jersey,All other conditions and causes (residual),All Ages,14811.0
New Jersey,COVID-19,0-24,75.0
New Jersey,COVID-19,25-34,287.0
New Jersey,COVID-19,35-44,693.0
New Jersey,COVID-19,45-54,1889.0
New Jersey,COVID-19,55-64,4646.0
New Jersey,COVID-19,65-74,7314.0
New Jersey,COVID-19,75-84,9360.0
New Jersey,COVID-19,85+,11394.0
New Jersey,COVID-19,Not stated,0
New Jersey,COVID-19,All Ages,35659.0
New Mexico,Respiratory diseases,0-24,28.0
New Mexico,Respiratory diseases,25-34,195.0
New Mexico,Respiratory diseases,35-44,501.0
New Mexico,Respiratory diseases,45-54,871.0
New Mexico,Respiratory diseases,55-64,1617.0
New Mexico,Respiratory diseases,65-74,2260.0
New Mexico,Respiratory diseases,75-84,2099.0
New Mexico,Respiratory diseases,85+,1559.0
New Mexico,Respiratory diseases,Not stated,0.0
New Mexico,Respiratory diseases,All Ages,9171.0
New Mexico,Circulatory diseases,0-24,0.0
New Mexico,Circulatory diseases,25-34,22.0
New Mexico,Circulatory diseases,35-44,124.0
New Mexico,Circulatory diseases,45-54,337.0
New Mexico,Circulatory diseases,55-64,718.0
New Mexico,Circulatory diseases,65-74,1239.0
New Mexico,Circulatory diseases,75-84,1250.0
New Mexico,Circulatory diseases,85+,1238.0
New Mexico,Circulatory diseases,Not stated,0.0
New Mexico,Circulatory diseases,All Ages,4975.0
New Mexico,Sepsis,0-24,0
New Mexico,Sepsis,25-34,27.0
New Mexico,Sepsis,35-44,38.0
New Mexico,Sepsis,45-54,69.0
New Mexico,Sepsis,55-64,123.0
New Mexico,Sepsis,65-74,148.0
New Mexico,Sepsis,75-84,146.0
New Mexico,Sepsis,85+,87.0
New Mexico,Sepsis,Not stated,0.0
New Mexico,Sepsis,All Ages,642.0
New Mexico,Malignant neoplasms,0-24,0
New Mexico,Malignant neoplasms,25-34,0
New Mexico,Malignant neoplasms,35-44,0
New Mexico,Malignant neoplasms,45-54,14.0
New Mexico,Malignant neoplasms,55-64,71.0
New Mexico,Malignant neoplasms,65-74,100.0
New Mexico,Malignant neoplasms,75-84,114.0
New Mexico,Malignant neoplasms,85+,78.0
New Mexico,Malignant neoplasms,Not stated,0.0
New Mexico,Malignant neoplasms,All Ages,384.0
New Mexico,Diabetes,0-24,0
New Mexico,Diabetes,25-34,19.0
New Mexico,Diabetes,35-44,59.0
New Mexico,Diabetes,45-54,156.0
New Mexico,Diabetes,55-64,270.0
New Mexico,Diabetes,65-74,414.0
New Mexico,Diabetes,75-84,330.0
New Mexico,Diabetes,85+,175.0
New Mexico,Diabetes,Not stated,0
New Mexico,Diabetes,All Ages,1430.0
New Mexico,Obesity,0-24,16.0
New Mexico,Obesity,25-34,46.0
New Mexico,Obesity,35-44,116.0
New Mexico,Obesity,45-54,140.0
New Mexico,Obesity,55-64,185.0
New Mexico,Obesity,65-74,133.0
New Mexico,Obesity,75-84,47.0
New Mexico,Obesity,85+,0
New Mexico,Obesity,Not stated,0
New Mexico,Obesity,All Ages,690.0
New Mexico,Alzheimer disease,0-24,0.0
New Mexico,Alzheimer disease,25-34,0.0
New Mexico,Alzheimer disease,35-44,0.0
New Mexico,Alzheimer disease,45-54,0.0
New Mexico,Alzheimer disease,55-64,0
New Mexico,Alzheimer disease,65-74,13.0
New Mexico,Alzheimer disease,75-84,68.0
New Mexico,Alzheimer disease,85+,122.0
New Mexico,Alzheimer disease,Not stated,0.0
New Mexico,Alzheimer disease,All Ages,205.0
New Mexico,Vascular and unspecified dementia,0-24,0.0
New Mexico,Vascular and unspecified dementia,25-34,0.0
New Mexico,Vascular and unspecified dementia,35-44,0.0
New Mexico,Vascular and unspecified dementia,45-54,0.0
New Mexico,Vascular and unspecified dementia,55-64,0
New Mexico,Vascular and unspecified dementia,65-74,42.0
New Mexico,Vascular and unspecified dementia,75-84,175.0
New Mexico,Vascular and unspecified dementia,85+,285.0
New Mexico,Vascular and unspecified dementia,Not stated,0.0
New Mexico,Vascular and unspecified dementia,All Ages,507.0
New Mexico,Renal failure,0-24,0
New Mexico,Renal failure,25-34,20.0
New Mexico,Renal failure,35-44,51.0
New Mexico,Renal failure,45-54,80.0
New Mexico,Renal failure,55-64,153.0
New Mexico,Renal failure,65-74,206.0
New Mexico,Renal failure,75-84,156.0
New Mexico,Renal failure,85+,96.0
New Mexico,Renal failure,Not stated,0.0
New Mexico,Renal failure,All Ages,767.0
New Mexico,"Intentional and unintentional injury, and other adverse events",672.0
New Mexico,All other conditions and causes (residual),0-24,28.0
New Mexico,All other conditions and causes (residual),25-34,94.0
New Mexico,All other conditions and causes (residual),35-44,162.0
New Mexico,All other conditions and causes (residual),45-54,276.0
New Mexico,All other conditions and causes (residual),55-64,485.0
New Mexico,All other conditions and causes (residual),65-74,679.0
New Mexico,All other conditions and causes (residual),75-84,725.0
New Mexico,All other conditions and causes (residual),85+,649.0
New Mexico,All other conditions and causes (residual),Not stated,0.0
New Mexico,All other conditions and causes (residual),All Ages,3098.0
New Mexico,COVID-19,0-24,55.0
New Mexico,COVID-19,25-34,215.0
New Mexico,COVID-19,35-44,476.0
New Mexico,COVID-19,45-54,804.0
New Mexico,COVID-19,55-64,1447.0
New Mexico,COVID-19,65-74,2053.0
New Mexico,COVID-19,75-84,2064.0
New Mexico,COVID-19,85+,1846.0
New Mexico,COVID-19,Not stated,0
New Mexico,COVID-19,All Ages,8962.0
New York,Respiratory diseases,0-24,67.0
New York,Respiratory diseases,25-34,237.0
New York,Respiratory diseases,35-44,651.0
New York,Respiratory diseases,45-54,1985.0
New York,Respiratory diseases,55-64,5448.0
New York,Respiratory diseases,65-74,9327.0
New York,Respiratory diseases,75-84,11625.0
New York,Respiratory diseases,85+,12943.0
New York,Respiratory diseases,Not stated,0.0
New York,Respiratory diseases,All Ages,42317.0
New York,Circulatory diseases,0-24,41.0
New York,Circulatory diseases,25-34,109.0
New York,Circulatory diseases,35-44,302.0
New York,Circulatory diseases,45-54,1027.0
New York,Circulatory diseases,55-64,2966.0
New York,Circulatory diseases,65-74,5736.0
New York,Circulatory diseases,75-84,8709.0
New York,Circulatory diseases,85+,13198.0
New York,Circulatory diseases,Not stated,0.0
New York,Circulatory diseases,All Ages,32134.0
New York,Sepsis,0-24,0
New York,Sepsis,25-34,30.0
New York,Sepsis,35-44,79.0
New York,Sepsis,45-54,179.0
New York,Sepsis,55-64,491.0
New York,Sepsis,65-74,815.0
New York,Sepsis,75-84,912.0
New York,Sepsis,85+,764.0
