State,Condition Group,Condition,Age Group,COVID-19 Deaths
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,0-24,
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,25-34,10.0
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,35-44,21.0
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,45-54,67.0
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,55-64,248.0
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,65-74,520.0
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,75-84,766.0
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,85+,695.0
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,Not stated,0.0
New Jersey,Respiratory diseases,Chronic lower respiratory diseases,All Ages,2330.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,0-24,12.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,25-34,59.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,35-44,142.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,45-54,394.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,55-64,853.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,65-74,1196.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,75-84,1020.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,85+,741.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,Not stated,0.0
New Jersey,Respiratory diseases,Adult respiratory distress syndrome,All Ages,4417.0
New Jersey,Respiratory diseases,Respiratory failure,0-24,22.0
New Jersey,Respiratory diseases,Respiratory failure,25-34,117.0
New Jersey,Respiratory diseases,Respiratory failure,35-44,295.0
New Jersey,Respiratory diseases,Respiratory failure,45-54,856.0
New Jersey,Respiratory diseases,Respiratory failure,55-64,2215.0
New Jersey,Respiratory diseases,Respiratory failure,65-74,3583.0
New Jersey,Respiratory diseases,Respiratory failure,75-84,4415.0
New Jersey,Respiratory diseases,Respiratory failure,85+,4631.0
New Jersey,Respiratory diseases,Respiratory failure,Not stated,0.0
New Jersey,Respiratory diseases,Respiratory failure,All Ages,16134.0
New Jersey,Respiratory diseases,Respiratory arrest,0-24,
New Jersey,Respiratory diseases,Respiratory arrest,25-34,
New Jersey,Respiratory diseases,Respiratory arrest,35-44,16.0
New Jersey,Respiratory diseases,Respiratory arrest,45-54,41.0
New Jersey,Respiratory diseases,Respiratory arrest,55-64,139.0
New Jersey,Respiratory diseases,Respiratory arrest,65-74,224.0
New Jersey,Respiratory diseases,Respiratory arrest,75-84,305.0
New Jersey,Respiratory diseases,Respiratory arrest,85+,413.0
New Jersey,Respiratory diseases,Respiratory arrest,Not stated,0.0
New Jersey,Respiratory diseases,Respiratory arrest,All Ages,1145.0
New Jersey,Respiratory diseases,Other diseases of the respiratory system,0-24,
New Jersey,Respiratory diseases,Other diseases of the respiratory system,25-34,11.0
New Jersey,Respiratory diseases,Other diseases of the respiratory system,35-44,40.0
New Jersey,Respiratory diseases,Other diseases of the respiratory system,45-54,97.0
New Jersey,Respiratory diseases,Other diseases of the respiratory system,55-64,246.0
New Jersey,Respiratory diseases,Other diseases of the respiratory system,65-74,341.0
New Jersey,Respiratory diseases,Other diseases of the respiratory system,75-84,442.0
New Jersey,Respiratory diseases,Other diseases of the respiratory system,85+,502.0
New Jersey,Respiratory diseases,Other diseases of the respiratory system,Not stated,0.0
New Jersey,Respiratory diseases,Other diseases of the respiratory system,All Ages,1687.0
New Jersey,Circulatory diseases,Hypertensive diseases,0-24,
New Jersey,Circulatory diseases,Hypertensive diseases,25-34,12.0
New Jersey,Circulatory diseases,Hypertensive diseases,35-44,52.0
New Jersey,Circulatory diseases,Hypertensive diseases,45-54,228.0
New Jersey,Circulatory diseases,Hypertensive diseases,55-64,618.0
New Jersey,Circulatory diseases,Hypertensive diseases,65-74,1065.0
New Jersey,Circulatory diseases,Hypertensive diseases,75-84,1388.0
New Jersey,Circulatory diseases,Hypertensive diseases,85+,1833.0
New Jersey,Circulatory diseases,Hypertensive diseases,Not stated,
New Jersey,Circulatory diseases,Hypertensive diseases,All Ages,5199.0
New Jersey,Circulatory diseases,Ischemic heart disease,0-24,
New Jersey,Circulatory diseases,Ischemic heart disease,25-34,
New Jersey,Circulatory diseases,Ischemic heart disease,35-44,25.0
New Jersey,Circulatory diseases,Ischemic heart disease,45-54,82.0
New Jersey,Circulatory diseases,Ischemic heart disease,55-64,346.0
New Jersey,Circulatory diseases,Ischemic heart disease,65-74,727.0
New Jersey,Circulatory diseases,Ischemic heart disease,75-84,1140.0
New Jersey,Circulatory diseases,Ischemic heart disease,85+,1534.0
New Jersey,Circulatory diseases,Ischemic heart disease,Not stated,0.0
New Jersey,Circulatory diseases,Ischemic heart disease,All Ages,3860.0
New Jersey,Circulatory diseases,Cardiac arrest,0-24,12.0
New Jersey,Circulatory diseases,Cardiac arrest,25-34,65.0
New Jersey,Circulatory diseases,Cardiac arrest,35-44,168.0
New Jersey,Circulatory diseases,Cardiac arrest,45-54,513.0
New Jersey,Circulatory diseases,Cardiac arrest,55-64,1153.0
New Jersey,Circulatory diseases,Cardiac arrest,65-74,1791.0
New Jersey,Circulatory diseases,Cardiac arrest,75-84,2082.0
New Jersey,Circulatory diseases,Cardiac arrest,85+,2237.0
New Jersey,Circulatory diseases,Cardiac arrest,Not stated,
New Jersey,Circulatory diseases,Cardiac arrest,All Ages,8022.0
New Jersey,Circulatory diseases,Cardiac arrhythmia,0-24,
New Jersey,Circulatory diseases,Cardiac arrhythmia,25-34,
New Jersey,Circulatory diseases,Cardiac arrhythmia,35-44,12.0
New Jersey,Circulatory diseases,Cardiac arrhythmia,45-54,65.0
New Jersey,Circulatory diseases,Cardiac arrhythmia,55-64,227.0
New Jersey,Circulatory diseases,Cardiac arrhythmia,65-74,457.0
New Jersey,Circulatory diseases,Cardiac arrhythmia,75-84,860.0
New Jersey,Circulatory diseases,Cardiac arrhythmia,85+,1194.0
New Jersey,Circulatory diseases,Cardiac arrhythmia,Not stated,0.0
New Jersey,Circulatory diseases,Cardiac arrhythmia,All Ages,2822.0
New Jersey,Circulatory diseases,Heart failure,0-24,0.0
New Jersey,Circulatory diseases,Heart failure,25-34,
New Jersey,Circulatory diseases,Heart failure,35-44,20.0
New Jersey,Circulatory diseases,Heart failure,45-54,58.0
New Jersey,Circulatory diseases,Heart failure,55-64,195.0
New Jersey,Circulatory diseases,Heart failure,65-74,410.0
New Jersey,Circulatory diseases,Heart failure,75-84,685.0
New Jersey,Circulatory diseases,Heart failure,85+,1138.0
New Jersey,Circulatory diseases,Heart failure,Not stated,0.0
New Jersey,Circulatory diseases,Heart failure,All Ages,2510.0
New Jersey,Circulatory diseases,Cerebrovascular diseases,0-24,0.0
New Jersey,Circulatory diseases,Cerebrovascular diseases,25-34,
New Jersey,Circulatory diseases,Cerebrovascular diseases,35-44,18.0
New Jersey,Circulatory diseases,Cerebrovascular diseases,45-54,73.0
New Jersey,Circulatory diseases,Cerebrovascular diseases,55-64,180.0
New Jersey,Circulatory diseases,Cerebrovascular diseases,65-74,357.0
New Jersey,Circulatory diseases,Cerebrovascular diseases,75-84,466.0
New Jersey,Circulatory diseases,Cerebrovascular diseases,85+,554.0
New Jersey,Circulatory diseases,Cerebrovascular diseases,Not stated,0.0
New Jersey,Circulatory diseases,Cerebrovascular diseases,All Ages,1652.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,0-24,11.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,25-34,18.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,35-44,58.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,45-54,133.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,55-64,330.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,65-74,537.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,75-84,667.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,85+,778.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,Not stated,0.0
New Jersey,Circulatory diseases,Other diseases of the circulatory system,All Ages,2532.0
New Jersey,Sepsis,Sepsis,0-24,
New Jersey,Sepsis,Sepsis,25-34,26.0
New Jersey,Sepsis,Sepsis,35-44,86.0
New Jersey,Sepsis,Sepsis,45-54,278.0
New Jersey,Sepsis,Sepsis,55-64,723.0
New Jersey,Sepsis,Sepsis,65-74,1089.0
New Jersey,Sepsis,Sepsis,75-84,1128.0
New Jersey,Sepsis,Sepsis,85+,864.0
New Jersey,Sepsis,Sepsis,Not stated,0.0
New Jersey,Sepsis,Sepsis,All Ages,4203.0
New Jersey,Malignant neoplasms,Malignant neoplasms,0-24,
New Jersey,Malignant neoplasms,Malignant neoplasms,25-34,
New Jersey,Malignant neoplasms,Malignant neoplasms,35-44,17.0
New Jersey,Malignant neoplasms,Malignant neoplasms,45-54,68.0
New Jersey,Malignant neoplasms,Malignant neoplasms,55-64,300.0
New Jersey,Malignant neoplasms,Malignant neoplasms,65-74,621.0
New Jersey,Malignant neoplasms,Malignant neoplasms,75-84,678.0
New Jersey,Malignant neoplasms,Malignant neoplasms,85+,585.0
New Jersey,Malignant neoplasms,Malignant neoplasms,Not stated,0.0
New Jersey,Malignant neoplasms,Malignant neoplasms,All Ages,2280.0
New Jersey,Diabetes,Diabetes,0-24,
New Jersey,Diabetes,Diabetes,25-34,21.0
New Jersey,Diabetes,Diabetes,35-44,79.0
New Jersey,Diabetes,Diabetes,45-54,259.0
New Jersey,Diabetes,Diabetes,55-64,655.0
New Jersey,Diabetes,Diabetes,65-74,936.0
New Jersey,Diabetes,Diabetes,75-84,987.0
New Jersey,Diabetes,Diabetes,85+,755.0
New Jersey,Diabetes,Diabetes,Not stated,
New Jersey,Diabetes,Diabetes,All Ages,3700.0
New Jersey,Obesity,Obesity,0-24,11.0
New Jersey,Obesity,Obesity,25-34,47.0
New Jersey,Obesity,Obesity,35-44,98.0
New Jersey,Obesity,Obesity,45-54,162.0
New Jersey,Obesity,Obesity,55-64,270.0
New Jersey,Obesity,Obesity,65-74,213.0
New Jersey,Obesity,Obesity,75-84,88.0
New Jersey,Obesity,Obesity,85+,20.0
New Jersey,Obesity,Obesity,Not stated,0.0
New Jersey,Obesity,Obesity,All Ages,909.0
New Jersey,Alzheimer disease,Alzheimer disease,0-24,0.0
New Jersey,Alzheimer disease,Alzheimer disease,25-34,0.0
New Jersey,Alzheimer disease,Alzheimer disease,35-44,0.0
New Jersey,Alzheimer disease,Alzheimer disease,45-54,0.0
New Jersey,Alzheimer disease,Alzheimer disease,55-64,
New Jersey,Alzheimer disease,Alzheimer disease,65-74,28.0
New Jersey,Alzheimer disease,Alzheimer disease,75-84,183.0
New Jersey,Alzheimer disease,Alzheimer disease,85+,493.0
New Jersey,Alzheimer disease,Alzheimer disease,Not stated,0.0
New Jersey,Alzheimer disease,Alzheimer disease,All Ages,708.0
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.0
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,36.0
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,185.0
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,696.0
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,85+,1680.0
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,Not stated,0.0
New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,2598.0
New Jersey,Renal failure,Renal failure,0-24,
New Jersey,Renal failure,Renal failure,25-34,31.0
New Jersey,Renal failure,Renal failure,35-44,85.0
New Jersey,Renal failure,Renal failure,45-54,219.0
New Jersey,Renal failure,Renal failure,55-64,565.0
New Jersey,Renal failure,Renal failure,65-74,988.0
New Jersey,Renal failure,Renal failure,75-84,1167.0
New Jersey,Renal failure,Renal failure,85+,1017.0
New Jersey,Renal failure,Renal failure,Not stated,0.0
New Jersey,Renal failure,Renal failure,All Ages,4075.0
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,20.0
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,28.0
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,35.0
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,107.0
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,175.0
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,187.0
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,273.0
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0.0
New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,829.0
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),0-24,48.0
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),25-34,153.0
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),35-44,332.0
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),45-54,861.0
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),55-64,2066.0
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),65-74,3238.0
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),75-84,3863.0
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),85+,4249.0
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),Not stated,
New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,14811.0
New Jersey,COVID-19,COVID-19,0-24,75.0
New Jersey,COVID-19,COVID-19,25-34,287.0
New Jersey,COVID-19,COVID-19,35-44,693.0
New Jersey,COVID-19,COVID-19,45-54,1889.0
New Jersey,COVID-19,COVID-19,55-64,4646.0
New Jersey,COVID-19,COVID-19,65-74,7314.0
New Jersey,COVID-19,COVID-19,75-84,9360.0
New Jersey,COVID-19,COVID-19,85+,11394.0
New Jersey,COVID-19,COVID-19,Not stated,
New Jersey,COVID-19,COVID-19,All Ages,35659.0
New Mexico,Respiratory diseases,Influenza and pneumonia,0-24,28.0
New Mexico,Respiratory diseases,Influenza and pneumonia,25-34,115.0
New Mexico,Respiratory diseases,Influenza and pneumonia,35-44,310.0
New Mexico,Respiratory diseases,Influenza and pneumonia,45-54,490.0
New Mexico,Respiratory diseases,Influenza and pneumonia,55-64,843.0
New Mexico,Respiratory diseases,Influenza and pneumonia,65-74,1142.0
New Mexico,Respiratory diseases,Influenza and pneumonia,75-84,962.0
New Mexico,Respiratory diseases,Influenza and pneumonia,85+,729.0
New Mexico,Respiratory diseases,Influenza and pneumonia,Not stated,
New Mexico,Respiratory diseases,Influenza and pneumonia,All Ages,4620.0
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,0-24,
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,25-34,
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,35-44,15.0
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,45-54,27.0
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,55-64,103.0
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,65-74,184.0
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,75-84,229.0
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,85+,195.0
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,Not stated,0.0
New Mexico,Respiratory diseases,Chronic lower respiratory diseases,All Ages,759.0
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,0-24,
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,25-34,25.0
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,35-44,53.0
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,45-54,109.0
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,55-64,160.0
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,65-74,186.0
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,75-84,118.0
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,85+,43.0
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,Not stated,0.0
New Mexico,Respiratory diseases,Adult respiratory distress syndrome,All Ages,699.0
New Mexico,Respiratory diseases,Respiratory failure,0-24,
New Mexico,Respiratory diseases,Respiratory failure,25-34,55.0
New Mexico,Respiratory diseases,Respiratory failure,35-44,107.0
New Mexico,Respiratory diseases,Respiratory failure,45-54,202.0
New Mexico,Respiratory diseases,Respiratory failure,55-64,413.0
New Mexico,Respiratory diseases,Respiratory failure,65-74,625.0
New Mexico,Respiratory diseases,Respiratory failure,75-84,657.0
New Mexico,Respiratory diseases,Respiratory failure,85+,489.0
New Mexico,Respiratory diseases,Respiratory failure,Not stated,0.0
New Mexico,Respiratory diseases,Respiratory failure,All Ages,2557.0
New Mexico,Respiratory diseases,Respiratory arrest,0-24,0.0
New Mexico,Respiratory diseases,Respiratory arrest,25-34,
New Mexico,Respiratory diseases,Respiratory arrest,35-44,
New Mexico,Respiratory diseases,Respiratory arrest,45-54,16.0
New Mexico,Respiratory diseases,Respiratory arrest,55-64,37.0
New Mexico,Respiratory diseases,Respiratory arrest,65-74,36.0
New Mexico,Respiratory diseases,Respiratory arrest,75-84,38.0
New Mexico,Respiratory diseases,Respiratory arrest,85+,34.0
New Mexico,Respiratory diseases,Respiratory arrest,Not stated,0.0
New Mexico,Respiratory diseases,Respiratory arrest,All Ages,171.0
New Mexico,Respiratory diseases,Other diseases of the respiratory system,0-24,
New Mexico,Respiratory diseases,Other diseases of the respiratory system,25-34,
New Mexico,Respiratory diseases,Other diseases of the respiratory system,35-44,16.0
New Mexico,Respiratory diseases,Other diseases of the respiratory system,45-54,27.0
New Mexico,Respiratory diseases,Other diseases of the respiratory system,55-64,61.0
New Mexico,Respiratory diseases,Other diseases of the respiratory system,65-74,87.0
New Mexico,Respiratory diseases,Other diseases of the respiratory system,75-84,95.0
New Mexico,Respiratory diseases,Other diseases of the respiratory system,85+,69.0
New Mexico,Respiratory diseases,Other diseases of the respiratory system,Not stated,0.0
New Mexico,Respiratory diseases,Other diseases of the respiratory system,All Ages,365.0
New Mexico,Circulatory diseases,Hypertensive diseases,0-24,
New Mexico,Circulatory diseases,Hypertensive diseases,25-34,11.0
New Mexico,Circulatory diseases,Hypertensive diseases,35-44,37.0
New Mexico,Circulatory diseases,Hypertensive diseases,45-54,121.0
New Mexico,Circulatory diseases,Hypertensive diseases,55-64,253.0
New Mexico,Circulatory diseases,Hypertensive diseases,65-74,374.0
New Mexico,Circulatory diseases,Hypertensive diseases,75-84,356.0
New Mexico,Circulatory diseases,Hypertensive diseases,85+,321.0
New Mexico,Circulatory diseases,Hypertensive diseases,Not stated,
New Mexico,Circulatory diseases,Hypertensive diseases,All Ages,1476.0
New Mexico,Circulatory diseases,Ischemic heart disease,0-24,
New Mexico,Circulatory diseases,Ischemic heart disease,25-34,
New Mexico,Circulatory diseases,Ischemic heart disease,35-44,26.0
New Mexico,Circulatory diseases,Ischemic heart disease,45-54,73.0
New Mexico,Circulatory diseases,Ischemic heart disease,55-64,191.0
New Mexico,Circulatory diseases,Ischemic heart disease,65-74,323.0
New Mexico,Circulatory diseases,Ischemic heart disease,75-84,307.0
New Mexico,Circulatory diseases,Ischemic heart disease,85+,273.0
New Mexico,Circulatory diseases,Ischemic heart disease,Not stated,
New Mexico,Circulatory diseases,Ischemic heart disease,All Ages,1197.0
New Mexico,Circulatory diseases,Cardiac arrest,0-24,
New Mexico,Circulatory diseases,Cardiac arrest,25-34,11.0
New Mexico,Circulatory diseases,Cardiac arrest,35-44,27.0
New Mexico,Circulatory diseases,Cardiac arrest,45-54,54.0
New Mexico,Circulatory diseases,Cardiac arrest,55-64,118.0
New Mexico,Circulatory diseases,Cardiac arrest,65-74,175.0
New Mexico,Circulatory diseases,Cardiac arrest,75-84,152.0
New Mexico,Circulatory diseases,Cardiac arrest,85+,115.0
New Mexico,Circulatory diseases,Cardiac arrest,Not stated,0.0
New Mexico,Circulatory diseases,Cardiac arrest,All Ages,653.0
New Mexico,Circulatory diseases,Cardiac arrhythmia,0-24,0.0
New Mexico,Circulatory diseases,Cardiac arrhythmia,25-34,
New Mexico,Circulatory diseases,Cardiac arrhythmia,35-44,
New Mexico,Circulatory diseases,Cardiac arrhythmia,45-54,10.0
New Mexico,Circulatory diseases,Cardiac arrhythmia,55-64,29.0
New Mexico,Circulatory diseases,Cardiac arrhythmia,65-74,75.0
New Mexico,Circulatory diseases,Cardiac arrhythmia,75-84,105.0
New Mexico,Circulatory diseases,Cardiac arrhythmia,85+,136.0
New Mexico,Circulatory diseases,Cardiac arrhythmia,Not stated,0.0
New Mexico,Circulatory diseases,Cardiac arrhythmia,All Ages,360.0
New Mexico,Circulatory diseases,Heart failure,0-24,
New Mexico,Circulatory diseases,Heart failure,25-34,
New Mexico,Circulatory diseases,Heart failure,35-44,
New Mexico,Circulatory diseases,Heart failure,45-54,11.0
New Mexico,Circulatory diseases,Heart failure,55-64,28.0
New Mexico,Circulatory diseases,Heart failure,65-74,86.0
New Mexico,Circulatory diseases,Heart failure,75-84,111.0
New Mexico,Circulatory diseases,Heart failure,85+,175.0
New Mexico,Circulatory diseases,Heart failure,Not stated,0.0
New Mexico,Circulatory diseases,Heart failure,All Ages,420.0
New Mexico,Circulatory diseases,Cerebrovascular diseases,0-24,
New Mexico,Circulatory diseases,Cerebrovascular diseases,25-34,
New Mexico,Circulatory diseases,Cerebrovascular diseases,35-44,
New Mexico,Circulatory diseases,Cerebrovascular diseases,45-54,17.0
New Mexico,Circulatory diseases,Cerebrovascular diseases,55-64,23.0
New Mexico,Circulatory diseases,Cerebrovascular diseases,65-74,80.0
New Mexico,Circulatory diseases,Cerebrovascular diseases,75-84,90.0
New Mexico,Circulatory diseases,Cerebrovascular diseases,85+,110.0
New Mexico,Circulatory diseases,Cerebrovascular diseases,Not stated,0.0
New Mexico,Circulatory diseases,Cerebrovascular diseases,All Ages,331.0
New Mexico,Circulatory diseases,Other diseases of the circulatory system,0-24,
New Mexico,Circulatory diseases,Other diseases of the circulatory system,25-34,
New Mexico,Circulatory diseases,Other diseases of the circulatory system,35-44,34.0
New Mexico,Circulatory diseases,Other diseases of the circulatory system,45-54,51.0
New Mexico,Circulatory diseases,Other diseases of the circulatory system,55-64,76.0
New Mexico,Circulatory diseases,Other diseases of the circulatory system,65-74,126.0
New Mexico,Circulatory diseases,Other diseases of the circulatory system,75-84,129.0
New Mexico,Circulatory diseases,Other diseases of the circulatory system,85+,108.0
New Mexico,Circulatory diseases,Other diseases of the circulatory system,Not stated,0.0
New Mexico,Circulatory diseases,Other diseases of the circulatory system,All Ages,538.0
New Mexico,Sepsis,Sepsis,0-24,
New Mexico,Sepsis,Sepsis,25-34,27.0
New Mexico,Sepsis,Sepsis,35-44,38.0
New Mexico,Sepsis,Sepsis,45-54,69.0
New Mexico,Sepsis,Sepsis,55-64,123.0
New Mexico,Sepsis,Sepsis,65-74,148.0
New Mexico,Sepsis,Sepsis,75-84,146.0
New Mexico,Sepsis,Sepsis,85+,87.0
New Mexico,Sepsis,Sepsis,Not stated,0.0
New Mexico,Sepsis,Sepsis,All Ages,642.0
New Mexico,Malignant neoplasms,Malignant neoplasms,0-24,
New Mexico,Malignant neoplasms,Malignant neoplasms,25-34,
New Mexico,Malignant neoplasms,Malignant neoplasms,35-44,
New Mexico,Malignant neoplasms,Malignant neoplasms,45-54,14.0
New Mexico,Malignant neoplasms,Malignant neoplasms,55-64,71.0
New Mexico,Malignant neoplasms,Malignant neoplasms,65-74,100.0
New Mexico,Malignant neoplasms,Malignant neoplasms,75-84,114.0
New Mexico,Malignant neoplasms,Malignant neoplasms,85+,78.0
New Mexico,Malignant neoplasms,Malignant neoplasms,Not stated,0.0
New Mexico,Malignant neoplasms,Malignant neoplasms,All Ages,384.0
New Mexico,Diabetes,Diabetes,0-24,
New Mexico,Diabetes,Diabetes,25-34,19.0
New Mexico,Diabetes,Diabetes,35-44,59.0
New Mexico,Diabetes,Diabetes,45-54,156.0
New Mexico,Diabetes,Diabetes,55-64,270.0
New Mexico,Diabetes,Diabetes,65-74,414.0
New Mexico,Diabetes,Diabetes,75-84,330.0
New Mexico,Diabetes,Diabetes,85+,175.0
New Mexico,Diabetes,Diabetes,Not stated,
New Mexico,Diabetes,Diabetes,All Ages,1430.0
New Mexico,Obesity,Obesity,0-24,16.0
New Mexico,Obesity,Obesity,25-34,46.0
New Mexico,Obesity,Obesity,35-44,116.0
New Mexico,Obesity,Obesity,45-54,140.0
New Mexico,Obesity,Obesity,55-64,185.0
New Mexico,Obesity,Obesity,65-74,133.0
New Mexico,Obesity,Obesity,75-84,47.0
New Mexico,Obesity,Obesity,85+,
New Mexico,Obesity,Obesity,Not stated,
New Mexico,Obesity,Obesity,All Ages,690.0
New Mexico,Alzheimer disease,Alzheimer disease,0-24,0.0
New Mexico,Alzheimer disease,Alzheimer disease,25-34,0.0
New Mexico,Alzheimer disease,Alzheimer disease,35-44,0.0
New Mexico,Alzheimer disease,Alzheimer disease,45-54,0.0
New Mexico,Alzheimer disease,Alzheimer disease,55-64,
New Mexico,Alzheimer disease,Alzheimer disease,65-74,13.0
New Mexico,Alzheimer disease,Alzheimer disease,75-84,68.0
New Mexico,Alzheimer disease,Alzheimer disease,85+,122.0
New Mexico,Alzheimer disease,Alzheimer disease,Not stated,0.0
New Mexico,Alzheimer disease,Alzheimer disease,All Ages,205.0
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.0
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,0.0
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,42.0
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,175.0
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,85+,285.0
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,Not stated,0.0
New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,507.0
New Mexico,Renal failure,Renal failure,0-24,
New Mexico,Renal failure,Renal failure,25-34,20.0
New Mexico,Renal failure,Renal failure,35-44,51.0
New Mexico,Renal failure,Renal failure,45-54,80.0
New Mexico,Renal failure,Renal failure,55-64,153.0
New Mexico,Renal failure,Renal failure,65-74,206.0
New Mexico,Renal failure,Renal failure,75-84,156.0
New Mexico,Renal failure,Renal failure,85+,96.0
New Mexico,Renal failure,Renal failure,Not stated,0.0
New Mexico,Renal failure,Renal failure,All Ages,767.0
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,31.0
